serial_num,equip_type,manufacturer,manufacture_date,date_active,date_not_viable,facility,ownership_type,lab_level,calib_engineer_nm,calib_engineer_post,most_recent_calibration,next_calibration,most_recent_maintenance,next_maintenance,maintenance_engineer_nm,maintenance_engineer_post,retirement_date,retirement_requested,retirement_dt_requested,long,lat,last_altered
4671,CD4_CD8_counter,best_labs,2017-10-24,2017-11-02,2019-10-24,Lab2,gov,district,tech1,affiliate1,2017-11-14,2018-02-12,2017-12-15,2018-06-13,tech2,affiliate2,2019-10-23,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4672,P24,lab_equip_r_us,2016-02-22,2016-03-19,2018-02-21,Lab2,gov,regional,tech2,affiliate2,2016-05-06,2016-08-04,2016-05-21,2016-11-17,tech3,affiliate3,2018-03-09,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4673,micropipettes,quality_equip,2016-08-22,2016-09-12,2018-08-22,Lab2,gov,other,tech3,affiliate3,2016-09-18,2016-12-17,2016-11-22,2017-05-21,tech2,affiliate2,2018-09-02,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4674,graduated_pipettes,lab_equip_r_us,2017-09-18,2017-09-24,2019-09-18,Lab2,parochial,other,tech2,affiliate2,2017-11-06,2018-02-04,2017-12-22,2018-06-20,tech1,affiliate1,2019-09-14,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4675,micropipettes,lab_equip_r_us,2017-02-01,2017-02-09,2019-02-01,Lab4,private,regional,tech3,affiliate3,2017-02-25,2017-05-26,2017-04-10,2017-10-07,tech1,affiliate1,2019-01-30,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4676,CD4_CD8_counter,best_labs,2016-11-22,2016-12-06,2018-11-22,Lab4,gov,regional,tech2,affiliate2,2017-01-30,2017-04-30,2017-02-01,2017-07-31,tech3,affiliate3,2018-11-26,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4677,pcr_machine,lab_equip_r_us,2016-05-12,2016-06-09,2018-05-12,Lab,gov,district,tech1,affiliate1,2016-08-06,2016-11-04,2016-08-20,2017-02-16,tech2,affiliate2,2018-05-30,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4678,centrifuge,lab_equip_r_us,2016-04-03,2016-04-09,2018-04-03,Lab,gov,district,tech1,affiliate1,2016-05-16,2016-08-14,2016-07-03,2016-12-30,tech1,affiliate1,2018-03-30,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4679,P24,lab_equip_r_us,2016-02-02,2016-02-09,2018-02-01,Lab,gov,district,tech3,affiliate3,2016-03-21,2016-06-19,2016-03-29,2016-09-25,tech3,affiliate3,2018-01-29,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4680,spectrophotometer,lab_equip_r_us,2017-08-02,2017-08-06,2019-08-02,Lab2,gov,district,tech2,affiliate2,2017-08-07,2017-11-05,2017-10-10,2018-04-08,tech1,affiliate1,2019-07-27,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4681,pcr_machine,quality_equip,2017-12-17,2017-12-19,2019-12-17,Lab3,parochial,other,tech3,affiliate3,2018-01-02,2018-04-02,2018-02-06,2018-08-05,tech2,affiliate2,2019-12-09,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4682,pcr_tube,lab_equip_r_us,2016-03-01,2016-03-14,2018-03-01,Lab2,gov,district,tech2,affiliate2,2016-04-21,2016-07-20,2016-04-19,2016-10-16,tech2,affiliate2,2018-03-04,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4683,micropipettes,lab_equip_r_us,2017-09-17,2017-09-25,2019-09-17,Lab,gov,regional,tech1,affiliate1,2017-11-11,2018-02-09,2017-10-27,2018-04-25,tech2,affiliate2,2019-09-15,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4684,pcr_tube,best_labs,2017-09-25,2017-10-14,2019-09-25,Lab1,gov,district,tech3,affiliate3,2017-11-12,2018-02-10,2017-12-22,2018-06-20,tech1,affiliate1,2019-10-04,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4685,coulter,lab_equip_r_us,2017-01-09,2017-01-22,2019-01-09,Lab4,gov,national,tech1,affiliate1,2017-02-15,2017-05-16,2017-04-22,2017-10-19,tech1,affiliate1,2019-01-12,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4686,graduated_pipettes,best_labs,2017-08-27,2017-09-22,2019-08-27,Lab,gov,district,tech3,affiliate3,2017-11-04,2018-02-02,2017-12-03,2018-06-01,tech2,affiliate2,2019-09-12,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4687,P24,lab_equip_r_us,2016-06-03,2016-06-14,2018-06-03,Lab,private,district,tech1,affiliate1,2016-07-17,2016-10-15,2016-08-04,2017-01-31,tech2,affiliate2,2018-06-04,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4688,coulter,lab_equip_r_us,2016-12-19,2017-01-02,2018-12-19,Lab3,parochial,regional,tech3,affiliate3,2017-01-10,2017-04-10,2017-03-07,2017-09-03,tech2,affiliate2,2018-12-23,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4689,micropipettes,best_labs,2016-03-08,2016-03-11,2018-03-08,Lab1,gov,regional,tech1,affiliate1,2016-04-07,2016-07-06,2016-04-13,2016-10-10,tech1,affiliate1,2018-03-01,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4690,coulter,best_labs,2017-06-07,2017-06-11,2019-06-07,Lab3,gov,other,tech3,affiliate3,2017-07-24,2017-10-22,2017-08-03,2018-01-30,tech1,affiliate1,2019-06-01,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4691,coulter,quality_equip,2017-02-18,2017-03-18,2019-02-18,Lab4,gov,regional,tech2,affiliate2,2017-04-05,2017-07-04,2017-06-13,2017-12-10,tech1,affiliate1,2019-03-08,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4692,hiv reagents,best_labs,2017-12-12,2018-01-01,2019-12-12,Lab3,gov,regional,tech2,affiliate2,2018-03-01,2018-05-30,2018-03-13,2018-09-09,tech2,affiliate2,2019-12-22,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4693,graduated_pipettes,quality_equip,2016-10-07,2016-10-20,2018-10-07,Lab,private,regional,tech1,affiliate1,2016-10-28,2017-01-26,2016-12-07,2017-06-05,tech2,affiliate2,2018-10-10,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4694,centrifuge,best_labs,2017-10-22,2017-11-11,2019-10-22,Lab2,gov,regional,tech1,affiliate1,2018-01-02,2018-04-02,2018-01-24,2018-07-23,tech2,affiliate2,2019-11-01,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4695,centrifuge,quality_equip,2016-02-24,2016-02-25,2018-02-23,Lab4,gov,district,tech3,affiliate3,2016-03-17,2016-06-15,2016-04-11,2016-10-08,tech1,affiliate1,2018-02-14,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4696,hiv reagents,best_labs,2017-09-30,2017-10-13,2019-09-30,Lab3,private,district,tech1,affiliate1,2017-10-24,2018-01-22,2017-12-15,2018-06-13,tech3,affiliate3,2019-10-03,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4697,micropipettes,quality_equip,2016-02-28,2016-03-22,2018-02-27,Lab,gov,district,tech3,affiliate3,2016-05-05,2016-08-03,2016-06-20,2016-12-17,tech2,affiliate2,2018-03-12,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4698,P24,lab_equip_r_us,2017-06-13,2017-07-01,2019-06-13,Lab2,gov,district,tech2,affiliate2,2017-07-07,2017-10-05,2017-08-27,2018-02-23,tech3,affiliate3,2019-06-21,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4699,P24,lab_equip_r_us,2017-02-13,2017-02-25,2019-02-13,Lab1,gov,district,tech1,affiliate1,2017-03-15,2017-06-13,2017-05-18,2017-11-14,tech2,affiliate2,2019-02-15,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4700,graduated_pipettes,best_labs,2016-05-24,2016-06-10,2018-05-24,Lab1,gov,other,tech2,affiliate2,2016-07-06,2016-10-04,2016-08-13,2017-02-09,tech3,affiliate3,2018-05-31,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4701,spectrophotometer,quality_equip,2016-10-31,2016-11-05,2018-10-31,Lab4,private,district,tech3,affiliate3,2016-12-09,2017-03-09,2017-01-06,2017-07-05,tech3,affiliate3,2018-10-26,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4702,hiv reagents,lab_equip_r_us,2016-08-19,2016-09-13,2018-08-19,Lab3,private,district,tech3,affiliate3,2016-11-03,2017-02-01,2016-11-06,2017-05-05,tech1,affiliate1,2018-09-03,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4703,pcr_tube,quality_equip,2017-11-29,2017-12-15,2019-11-29,Lab2,gov,regional,tech3,affiliate3,2017-12-18,2018-03-18,2018-02-25,2018-08-24,tech2,affiliate2,2019-12-05,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4704,hiv reagents,best_labs,2017-04-18,2017-05-02,2019-04-18,Lab2,gov,district,tech1,affiliate1,2017-06-19,2017-09-17,2017-07-30,2018-01-26,tech2,affiliate2,2019-04-22,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4705,coulter,lab_equip_r_us,2017-12-23,2018-01-03,2019-12-23,Lab3,gov,district,tech1,affiliate1,2018-01-13,2018-04-13,2018-03-24,2018-09-20,tech3,affiliate3,2019-12-24,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4706,graduated_pipettes,lab_equip_r_us,2016-08-29,2016-09-17,2018-08-29,Lab3,gov,district,tech1,affiliate1,2016-10-29,2017-01-27,2016-12-10,2017-06-08,tech2,affiliate2,2018-09-07,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4707,P24,lab_equip_r_us,2016-11-01,2016-11-06,2018-11-01,Lab4,gov,district,tech1,affiliate1,2016-11-08,2017-02-06,2016-12-19,2017-06-17,tech2,affiliate2,2018-10-27,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4708,micropipettes,lab_equip_r_us,2017-03-15,2017-04-07,2019-03-15,Lab,private,district,tech2,affiliate2,2017-05-04,2017-08-02,2017-06-19,2017-12-16,tech2,affiliate2,2019-03-28,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4709,pcr_machine,quality_equip,2017-06-22,2017-07-19,2019-06-22,Lab1,parochial,regional,tech2,affiliate2,2017-08-23,2017-11-21,2017-08-25,2018-02-21,tech1,affiliate1,2019-07-09,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4710,graduated_pipettes,lab_equip_r_us,2016-02-15,2016-03-13,2018-02-14,Lab3,parochial,district,tech3,affiliate3,2016-05-12,2016-08-10,2016-04-22,2016-10-19,tech2,affiliate2,2018-03-03,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4711,CD4_CD8_counter,lab_equip_r_us,2016-03-31,2016-04-13,2018-03-31,Lab4,private,district,tech3,affiliate3,2016-05-02,2016-07-31,2016-06-30,2016-12-27,tech1,affiliate1,2018-04-03,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4712,spectrophotometer,best_labs,2017-02-16,2017-02-21,2019-02-16,Lab,gov,district,tech2,affiliate2,2017-04-01,2017-06-30,2017-03-31,2017-09-27,tech2,affiliate2,2019-02-11,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4713,graduated_pipettes,quality_equip,2016-10-08,2016-10-16,2018-10-08,Lab4,private,district,tech3,affiliate3,2016-11-29,2017-02-27,2016-12-07,2017-06-05,tech1,affiliate1,2018-10-06,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4714,pcr_tube,quality_equip,2017-07-21,2017-07-30,2019-07-21,Lab1,parochial,district,tech2,affiliate2,2017-09-16,2017-12-15,2017-09-07,2018-03-06,tech3,affiliate3,2019-07-20,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4715,coulter,quality_equip,2016-06-30,2016-07-29,2018-06-30,Lab2,private,regional,tech3,affiliate3,2016-09-23,2016-12-22,2016-10-22,2017-04-20,tech1,affiliate1,2018-07-19,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4716,centrifuge,lab_equip_r_us,2017-08-24,2017-09-06,2019-08-24,Lab1,private,regional,tech3,affiliate3,2017-10-08,2018-01-06,2017-11-04,2018-05-03,tech2,affiliate2,2019-08-27,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4717,CD4_CD8_counter,lab_equip_r_us,2017-02-13,2017-03-12,2019-02-13,Lab2,private,district,tech1,affiliate1,2017-05-10,2017-08-08,2017-05-06,2017-11-02,tech1,affiliate1,2019-03-02,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4718,centrifuge,best_labs,2017-04-06,2017-04-20,2019-04-06,Lab1,gov,district,tech1,affiliate1,2017-04-26,2017-07-25,2017-06-10,2017-12-07,tech2,affiliate2,2019-04-10,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4719,coulter,lab_equip_r_us,2017-09-08,2017-10-06,2019-09-08,Lab3,gov,national,tech3,affiliate3,2017-10-15,2018-01-13,2017-11-13,2018-05-12,tech2,affiliate2,2019-09-26,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4720,pcr_tube,best_labs,2017-11-05,2017-11-28,2019-11-05,Lab1,gov,district,tech1,affiliate1,2017-12-04,2018-03-04,2018-02-09,2018-08-08,tech3,affiliate3,2019-11-18,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4721,pcr_machine,best_labs,2017-12-16,2018-01-09,2019-12-16,Lab3,gov,district,tech3,affiliate3,2018-01-28,2018-04-28,2018-02-16,2018-08-15,tech3,affiliate3,2019-12-30,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4722,micropipettes,lab_equip_r_us,2016-12-16,2017-01-07,2018-12-16,Lab4,gov,regional,tech2,affiliate2,2017-01-24,2017-04-24,2017-02-20,2017-08-19,tech3,affiliate3,2018-12-28,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4723,spectrophotometer,best_labs,2016-06-07,2016-06-26,2018-06-07,Lab2,gov,district,tech3,affiliate3,2016-07-29,2016-10-27,2016-08-17,2017-02-13,tech2,affiliate2,2018-06-16,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4724,graduated_pipettes,lab_equip_r_us,2016-01-10,2016-01-20,2018-01-09,Lab1,gov,regional,tech1,affiliate1,2016-03-20,2016-06-18,2016-03-05,2016-09-01,tech1,affiliate1,2018-01-09,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4725,spectrophotometer,quality_equip,2016-02-15,2016-03-10,2018-02-14,Lab,gov,district,tech1,affiliate1,2016-03-23,2016-06-21,2016-05-07,2016-11-03,tech1,affiliate1,2018-02-28,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4726,pcr_machine,lab_equip_r_us,2017-02-12,2017-02-17,2019-02-12,Lab1,private,district,tech1,affiliate1,2017-02-21,2017-05-22,2017-05-06,2017-11-02,tech1,affiliate1,2019-02-07,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4727,P24,lab_equip_r_us,2016-03-10,2016-03-17,2018-03-10,Lab1,gov,district,tech2,affiliate2,2016-05-01,2016-07-30,2016-04-27,2016-10-24,tech2,affiliate2,2018-03-07,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4728,coulter,lab_equip_r_us,2017-03-08,2017-03-28,2019-03-08,Lab1,gov,district,tech2,affiliate2,2017-04-29,2017-07-28,2017-05-31,2017-11-27,tech1,affiliate1,2019-03-18,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4729,coulter,best_labs,2016-03-01,2016-03-14,2018-03-01,Lab2,gov,district,tech1,affiliate1,2016-05-11,2016-08-09,2016-04-27,2016-10-24,tech2,affiliate2,2018-03-04,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4730,hiv reagents,lab_equip_r_us,2017-09-12,2017-09-22,2019-09-12,Lab3,gov,district,tech3,affiliate3,2017-11-02,2018-01-31,2017-11-18,2018-05-17,tech1,affiliate1,2019-09-12,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4731,spectrophotometer,quality_equip,2017-09-24,2017-10-22,2019-09-24,Lab,gov,national,tech1,affiliate1,2017-12-05,2018-03-05,2017-12-11,2018-06-09,tech1,affiliate1,2019-10-12,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4732,coulter,lab_equip_r_us,2017-02-11,2017-03-12,2019-02-11,Lab4,gov,regional,tech3,affiliate3,2017-04-05,2017-07-04,2017-05-09,2017-11-05,tech3,affiliate3,2019-03-02,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4733,P24,lab_equip_r_us,2016-07-19,2016-07-25,2018-07-19,Lab2,private,district,tech1,affiliate1,2016-07-27,2016-10-25,2016-08-27,2017-02-23,tech2,affiliate2,2018-07-15,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4734,coulter,lab_equip_r_us,2017-08-23,2017-09-12,2019-08-23,Lab,gov,district,tech1,affiliate1,2017-10-23,2018-01-21,2017-10-22,2018-04-20,tech2,affiliate2,2019-09-02,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4735,graduated_pipettes,lab_equip_r_us,2016-06-06,2016-07-04,2018-06-06,Lab2,gov,regional,tech1,affiliate1,2016-07-22,2016-10-20,2016-08-17,2017-02-13,tech3,affiliate3,2018-06-24,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4736,coulter,lab_equip_r_us,2016-04-14,2016-04-29,2018-04-14,Lab4,gov,other,tech1,affiliate1,2016-05-30,2016-08-28,2016-07-15,2017-01-11,tech1,affiliate1,2018-04-19,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4737,spectrophotometer,quality_equip,2016-07-27,2016-08-02,2018-07-27,Lab,gov,district,tech2,affiliate2,2016-08-26,2016-11-24,2016-10-19,2017-04-17,tech1,affiliate1,2018-07-23,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4738,centrifuge,best_labs,2017-03-10,2017-03-29,2019-03-10,Lab3,gov,district,tech3,affiliate3,2017-04-08,2017-07-07,2017-06-18,2017-12-15,tech3,affiliate3,2019-03-19,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4739,centrifuge,quality_equip,2017-06-29,2017-07-23,2019-06-29,Lab3,gov,other,tech2,affiliate2,2017-09-11,2017-12-10,2017-10-13,2018-04-11,tech2,affiliate2,2019-07-13,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4740,P24,lab_equip_r_us,2016-10-30,2016-11-24,2018-10-30,Lab,private,regional,tech1,affiliate1,2016-12-29,2017-03-29,2017-01-15,2017-07-14,tech3,affiliate3,2018-11-14,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4741,coulter,lab_equip_r_us,2016-07-20,2016-07-29,2018-07-20,Lab1,gov,other,tech3,affiliate3,2016-08-01,2016-10-30,2016-09-23,2017-03-22,tech1,affiliate1,2018-07-19,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4742,coulter,best_labs,2016-11-10,2016-12-07,2018-11-10,Lab3,gov,regional,tech2,affiliate2,2017-01-15,2017-04-15,2017-02-13,2017-08-12,tech2,affiliate2,2018-11-27,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4743,centrifuge,lab_equip_r_us,2016-03-08,2016-03-16,2018-03-08,Lab,gov,regional,tech2,affiliate2,2016-03-28,2016-06-26,2016-05-26,2016-11-22,tech1,affiliate1,2018-03-06,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4744,P24,lab_equip_r_us,2017-08-18,2017-08-24,2019-08-18,Lab4,gov,district,tech3,affiliate3,2017-08-26,2017-11-24,2017-10-13,2018-04-11,tech2,affiliate2,2019-08-14,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4745,micropipettes,lab_equip_r_us,2016-06-14,2016-06-29,2018-06-14,Lab2,private,other,tech2,affiliate2,2016-08-10,2016-11-08,2016-08-04,2017-01-31,tech3,affiliate3,2018-06-19,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4746,P24,quality_equip,2017-03-15,2017-03-28,2019-03-15,Lab1,gov,district,tech1,affiliate1,2017-04-22,2017-07-21,2017-06-14,2017-12-11,tech3,affiliate3,2019-03-18,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4747,micropipettes,lab_equip_r_us,2016-04-06,2016-04-15,2018-04-06,Lab2,private,district,tech3,affiliate3,2016-05-27,2016-08-25,2016-06-03,2016-11-30,tech3,affiliate3,2018-04-05,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4748,hiv reagents,best_labs,2016-04-05,2016-04-28,2018-04-05,Lab1,private,district,tech3,affiliate3,2016-06-08,2016-09-06,2016-07-14,2017-01-10,tech3,affiliate3,2018-04-18,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4749,hiv reagents,quality_equip,2017-10-24,2017-11-06,2019-10-24,Lab2,gov,regional,tech2,affiliate2,2017-12-13,2018-03-13,2018-01-11,2018-07-10,tech1,affiliate1,2019-10-27,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4750,P24,lab_equip_r_us,2016-09-28,2016-10-16,2018-09-28,Lab4,private,district,tech1,affiliate1,2016-10-22,2017-01-20,2017-01-09,2017-07-08,tech1,affiliate1,2018-10-06,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4751,coulter,lab_equip_r_us,2017-04-25,2017-05-23,2019-04-25,Lab3,gov,district,tech3,affiliate3,2017-07-22,2017-10-20,2017-06-29,2017-12-26,tech2,affiliate2,2019-05-13,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4752,graduated_pipettes,quality_equip,2017-08-12,2017-08-14,2019-08-12,Lab2,gov,district,tech2,affiliate2,2017-09-05,2017-12-04,2017-10-11,2018-04-09,tech3,affiliate3,2019-08-04,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4753,hiv reagents,lab_equip_r_us,2016-09-01,2016-09-28,2018-09-01,Lab,gov,district,tech2,affiliate2,2016-11-14,2017-02-12,2016-12-03,2017-06-01,tech1,affiliate1,2018-09-18,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4754,coulter,lab_equip_r_us,2016-10-12,2016-10-29,2018-10-12,Lab4,gov,regional,tech3,affiliate3,2016-11-23,2017-02-21,2017-01-23,2017-07-22,tech1,affiliate1,2018-10-19,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4755,micropipettes,quality_equip,2017-10-03,2017-10-10,2019-10-03,Lab2,gov,district,tech3,affiliate3,2017-11-26,2018-02-24,2017-11-22,2018-05-21,tech1,affiliate1,2019-09-30,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4756,pcr_tube,best_labs,2016-11-23,2016-12-20,2018-11-23,Lab4,gov,regional,tech3,affiliate3,2017-01-25,2017-04-25,2017-03-05,2017-09-01,tech2,affiliate2,2018-12-10,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4757,centrifuge,quality_equip,2016-11-18,2016-12-11,2018-11-18,Lab2,gov,district,tech2,affiliate2,2017-01-15,2017-04-15,2017-01-23,2017-07-22,tech2,affiliate2,2018-12-01,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4758,spectrophotometer,lab_equip_r_us,2017-12-06,2017-12-29,2019-12-06,Lab2,private,district,tech1,affiliate1,2018-01-07,2018-04-07,2018-03-12,2018-09-08,tech3,affiliate3,2019-12-19,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4759,pcr_tube,lab_equip_r_us,2017-11-20,2017-12-08,2019-11-20,Lab3,private,district,tech2,affiliate2,2018-01-08,2018-04-08,2018-02-25,2018-08-24,tech2,affiliate2,2019-11-28,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4760,coulter,lab_equip_r_us,2016-05-23,2016-06-07,2018-05-23,Lab1,gov,other,tech2,affiliate2,2016-06-28,2016-09-26,2016-08-06,2017-02-02,tech1,affiliate1,2018-05-28,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4761,hiv reagents,lab_equip_r_us,2017-10-15,2017-11-13,2019-10-15,Lab1,private,district,tech3,affiliate3,2017-11-20,2018-02-18,2018-01-23,2018-07-22,tech3,affiliate3,2019-11-03,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4762,pcr_machine,best_labs,2016-06-30,2016-07-14,2018-06-30,Lab,private,district,tech2,affiliate2,2016-07-16,2016-10-14,2016-09-27,2017-03-26,tech3,affiliate3,2018-07-04,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4763,CD4_CD8_counter,quality_equip,2017-03-09,2017-03-18,2019-03-09,Lab,gov,other,tech2,affiliate2,2017-04-05,2017-07-04,2017-06-05,2017-12-02,tech1,affiliate1,2019-03-08,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4764,CD4_CD8_counter,lab_equip_r_us,2016-04-29,2016-05-29,2018-04-29,Lab2,private,district,tech3,affiliate3,2016-06-22,2016-09-20,2016-08-22,2017-02-18,tech3,affiliate3,2018-05-19,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4765,pcr_tube,lab_equip_r_us,2017-05-31,2017-06-09,2019-05-31,Lab3,gov,regional,tech3,affiliate3,2017-06-28,2017-09-26,2017-07-16,2018-01-12,tech1,affiliate1,2019-05-30,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4766,spectrophotometer,quality_equip,2016-05-03,2016-06-02,2018-05-03,Lab3,gov,regional,tech1,affiliate1,2016-07-18,2016-10-16,2016-08-28,2017-02-24,tech1,affiliate1,2018-05-23,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4767,pcr_machine,lab_equip_r_us,2017-12-13,2017-12-25,2019-12-13,Lab1,gov,district,tech3,affiliate3,2018-02-06,2018-05-07,2018-02-15,2018-08-14,tech3,affiliate3,2019-12-15,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4768,spectrophotometer,lab_equip_r_us,2016-03-15,2016-03-20,2018-03-15,Lab1,gov,regional,tech3,affiliate3,2016-03-28,2016-06-26,2016-04-19,2016-10-16,tech2,affiliate2,2018-03-10,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4769,P24,lab_equip_r_us,2016-01-08,2016-01-30,2018-01-07,Lab,private,district,tech3,affiliate3,2016-02-26,2016-05-26,2016-04-05,2016-10-02,tech3,affiliate3,2018-01-19,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
4770,centrifuge,lab_equip_r_us,2017-01-01,2017-01-02,2019-01-01,Lab1,parochial,regional,tech3,affiliate3,2017-01-06,2017-04-06,2017-02-16,2017-08-15,tech1,affiliate1,2018-12-23,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
4771,micropipettes,quality_equip,2017-07-30,2017-08-21,2019-07-30,Lab3,gov,regional,tech1,affiliate1,2017-09-05,2017-12-04,2017-10-15,2018-04-13,tech2,affiliate2,2019-08-11,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
4772,pcr_tube,lab_equip_r_us,2016-07-30,2016-08-17,2018-07-30,Lab4,private,district,tech2,affiliate2,2016-08-23,2016-11-21,2016-10-20,2017-04-18,tech3,affiliate3,2018-08-07,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
