facility_id,count_equip,manufacturer,model_number,serial_number,manufacture_date,service_provider,equip_type,lab_name,lab_address,lab_level,lab_affi,address_geocode,latitude,longitude
NE/ADA/009,NA,QBC DIAGNOSTIC,425740,514830014,NA,NA,centrifuge,GENERAL HOSPITAL GENYE ADAAAMAWA,LUGGERE WARD GANYE PMB 2032,Secondary,Public Health,"LUGGERE WARD GANYE PMB 2032, Nigeria",39.78373,-100.445882
NC/KOG/007,1,NA,NA,NA,NA,NA,centrifuge,DE-DIVINE MED. LABORATORY DIAGNOSTIC SERVICE,"240, MURTALA WAY, KABBA - OKENE RD AJAGBA COMPLEX LOKOJA",Other,Private,"240, MURTALA WAY, KABBA - OKENE RD AJAGBA COMPLEX LOKOJA, Nigeria",39.78373,-100.445882
SS/DEL/001,2,"TECHEL & TECHMEL , LAB TECH","CENTRIFUGE 80-3 , RM - 12C","- ,BDLC - 1594",NA,NA,centrifuge,DELTA STATE UNIVERSITY HEALTH SERVICES,"PMB 1 ABRAKA,DELTA STATE",Secondary,AcADAemic,"PMB 1 ABRAKA,DELTA STATE, Nigeria",39.78373,-100.445882
NC/NIG/002,1,NA,NA,NA,NA,NA,centrifuge,PATHOLOGY DEPARTMENT GENERAL HOSPITAL NEW BUSSA,"GENERAL HOSPITAL NEW BUSSA, NIGER STATE",Tertiary,NMOD,"GENERAL HOSPITAL NEW BUSSA, NIGER STATE, Nigeria",39.78373,-100.445882
SS/DEL/002,2,"SURGIFREND MEDICALS,","SM 902 B , 0508 - 1",NA,3804,NA,centrifuge,CENTRAL HOSPITAL LABORATORY AGBOR DELTA STATE,OLD LAGOS - ASABA ROADA PMB 2025,Secondary,Hospital,"OLD LAGOS - ASABA ROADA PMB 2025, Nigeria",39.78373,-100.445882
NW/KAT/002,2,CENTURION SCIENTIFIC,C2 SERIES,NA,NA,NA,centrifuge,GENERAL HOSPITAL BAURE,"GENERAL HOSPITAL BAURE, BAURE LGA, KATSINA STATE",Secondary,Other,"GENERAL HOSPITAL BAURE, BAURE LGA, KATSINA STATE, Nigeria",39.78373,-100.445882
NW/JIG/006,NA,NA,NA,NA,NA,NA,centrifuge,LABORATORY DEPARTMENT OF GENERAL HOSPITAL BIRNIWA,BIRNIWA,Secondary,NA,"BIRNIWA, Nigeria",12.804987,10.223802
NW/KAT/001,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KATSINA (FORMERLY SPECIALIST HOSPITAL),KATSINA STATE,Secondary,Other,"KATSINA STATE, Nigeria",12.563083,7.620706
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
NW/ZAM/004,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL KAURA NAMODA ZAMFARA STATE,NA,Secondary,Hospital,"NA, Nigeria",4.96887,7.65985
SE/ANA/012,1,CHIKPAS,NA,NA,NA,NA,centrifuge,PIETA HOSPITAL,"NO 4 NWAZIKI AWADAA, OFF ONITSHA -OWERRI ROADA ONITSHA ANAMBRA STATE",Other,Hospital,"NO 4 NWAZIKI AWADAA, OFF ONITSHA -OWERRI ROADA ONITSHA ANAMBRA STATE, Nigeria",39.78373,-100.445882
SW/LAG/033,2,GLOBE MEDICAL ENGLAND,800D/SH120-1,110104,NA,NA,centrifuge,FOREVER MEDICAL LABORATORY SERVICE,"38/40 OLD OJO ROADA BY LAWLEYS GARDEN, 1ST GATE, MAZA-MAZA LAGOS",Primary,Private,"38/40 OLD OJO ROADA BY LAWLEYS GARDEN, 1ST GATE, MAZA-MAZA LAGOS, Nigeria",39.78373,-100.445882
SW/LAG/037,1,"EASY WAY MEDICAL, ENGLAND",800D/SH120-1,91207,NA,NA,centrifuge,MEDICAL MISSIONARIES OF MARY MEDICAL CENTRE,P.O BOX 15782 IDI MANGO AGEGE LAGOS,Primary,NGo or Religious,"P.O BOX 15782 IDI MANGO AGEGE LAGOS, Nigeria",39.78373,-100.445882
NW/KAT/003,1,GALFEX MEDICAL & SCIENTIFIC,800D,10010145,NA,NA,centrifuge,ALLAHU SHAFI MEDICAL DIAGNOSTIC CENTRE,"2, MANI ROADA BY WTC ROUND ABOUT KATSINA, KATSINA STATE",Other,Private,"2, MANI ROADA BY WTC ROUND ABOUT KATSINA, KATSINA STATE, Nigeria",39.78373,-100.445882
SW/LAG/024,NA,NA,NA,NA,NA,NA,centrifuge,CHEMISTRY AND MATERNITY CLINIC,"12 KUFORIJI STREET, ORILE IGANMU, LAGOS",Tertiary,Public Health,"12 KUFORIJI STREET, ORILE IGANMU, LAGOS, Nigeria",39.78373,-100.445882
NW/ZAM/001,1,LABTECH,NA,13160,NA,NA,centrifuge,PHC FARU (DISPENSARY FARU),"PHC FARU MARADAUN LGA, ZAMFARA STATE",Primary,Other,"PHC FARU MARADAUN LGA, ZAMFARA STATE, Nigeria",39.78373,-100.445882
SW/LAG/035,3,NA,NA,NA,NA,NA,centrifuge,UNILAG HEALTH CENTRE LABORATORY,"UNIVERSITY OF LAGOS AKOKA YABA, HEALTH CENTRE.",Secondary,Hospital,"UNIVERSITY OF LAGOS AKOKA YABA, HEALTH CENTRE., Nigeria",39.78373,-100.445882
SE/ANA/010,1,CHIKPAS,NA,NA,NA,NA,centrifuge,FIBCON MEDICAL LABORATORY,"OPPOSITE FITZ MOTEL, ALONG OLD AWKA ONITSHA ROADA ABAGANA ANAMBRA",Other,Private,"OPPOSITE FITZ MOTEL, ALONG OLD AWKA ONITSHA ROADA ABAGANA ANAMBRA, Nigeria",39.78373,-100.445882
NW/SOK/002,2,HAWKLEYS,SH-1201,1105009.Y,2009,NA,centrifuge,NEURO PSYCHIATRIC LABORATORY,"P.M.B 2196, KWARE SOKOTO STATE",Tertiary,Hospital,"P.M.B 2196, KWARE SOKOTO STATE, Nigeria",39.78373,-100.445882
SE/ANA/020,2,HOSPIBRAND,800-800D,SN:20228138,2012,NA,centrifuge,MODEL PRIMARY HEALTH CARE CENTRE AMATUTU AGULU LAB,NEAR GOVN PETER OBI HOUSE ANATUTU VILL AGULI ANAMBRA STATE,Primary,Public Health,"NEAR GOVN PETER OBI HOUSE ANATUTU VILL AGULI ANAMBRA STATE, Nigeria",39.78373,-100.445882
SE/IMO/009,NA,NA,NA,NA,NA,EXTERNAL ENGINEER,centrifuge,TRUST MEDICAL DIAGNOSTIC LABORATORY,13/16 DOUGLAS ROADA OWERRI IMO STATE,Primary,Private,"13/16 DOUGLAS ROADA OWERRI IMO STATE, Nigeria",39.78373,-100.445882
SW/OSU/014,1,HEALTH LINE,0412-1,NA,NA,EXTERNOV ENGINEER,centrifuge,NNPC MEDICAL CLINIC MOSIMI .,MOSOIMI SAGAMU OGUN STATE,Secondary,Public Health,"MOSOIMI SAGAMU OGUN STATE, Nigeria",39.78373,-100.445882
SW/OYO/015,NA,SCIENCE FIELD INTERNATIONAL,NA,NA,1980,Yes,centrifuge,LABORATORY DEPT GENERAL,HOSPITAL SANGO ERUWA,Secondary,Hospital,"HOSPITAL SANGO ERUWA, Nigeria",39.78373,-100.445882
NE/BAU/011,1,MC JEFFERSON,800D,76,3850,No,centrifuge,GENERAL HOSPITAL NINGI,NING LOCAL GOVERNMENT BAUCHI STATE,Secondary,Hospital,"NING LOCAL GOVERNMENT BAUCHI STATE, Nigeria",39.78373,-100.445882
NC/NAS/004,2,"UNI SCOPE, HAWKSLEY","SM124, CAT NO:01400-00",00-04-99,NA,No,centrifuge,GENERAL HOSPITAL KEFFI,NASARAWA ROADA BYPASS KEFFI NASARAWA STATE,Secondary,Hospital,"NASARAWA ROADA BYPASS KEFFI NASARAWA STATE, Nigeria",39.78373,-100.445882
NC/NIG/004,1,NA,800D,24,2004,Yes,centrifuge,GENERAL HOSPITAL TUNGA MAGAJIYA,G.H. RIJAU L.G.C. NIGER STATE,Tertiary,NMOD,"G.H. RIJAU L.G.C. NIGER STATE, Nigeria",39.78373,-100.445882
NE/BAU/010,1,XYLFAN,YL8025HSZ,NA,NA,No,centrifuge,GENERAL HOSPITAL GAMAWA,GAMAWA BAUCHI STATE,Secondary,Hospital,"GAMAWA BAUCHI STATE, Nigeria",12.014595,10.593478
SW/OND/006,NA,JAGNEO,NA,NA,NA,NA,centrifuge,NA,NA,NA,NA,NA,NA,NA
SW/OND/009,1,MSL,NA,NA,NA,BIOTEC ENGINEER,centrifuge,ABITOYE HOSPITAL LAB,"NO101 IJOKA ROADA ,AKURE BOX 159 AKURE ONDO",Primary,Hospital,"NO101 IJOKA ROADA ,AKURE BOX 159 AKURE ONDO, Nigeria",39.78373,-100.445882
SW/OSU/009,NA,UNICO,MXC8624C,MO706030,NA,HAVARD PEFFER ENGINEER [ AOIN],centrifuge,STATE HOSPITAL IJEBU ODE,OLISA ROADA P..M.B. 2023 IJEBU -ODE,Secondary,NA,"OLISA ROADA P..M.B. 2023 IJEBU -ODE, Nigeria",39.78373,-100.445882
SW/LAG/066,2,UNICON,MX68606,M0706034,NA,NA,centrifuge,LAB. DEPT.,LAGOS STATE TEACHING HOSP. IKEJA,Tertiary,Hospital,"LAGOS STATE TEACHING HOSP. IKEJA, Nigeria",39.78373,-100.445882
SW/LAG/065,1,LEMFIELD,NA,NA,NA,NA,centrifuge,LAB.DEPT.,LAGOS STATE TEACHING HOPS. IKEJA,Tertiary,Hospital,"LAGOS STATE TEACHING HOPS. IKEJA, Nigeria",39.78373,-100.445882
SE/ABI/006,1,NA,ROTO SILENTA,NA,NA,NA,centrifuge,GENERAL HOSP. UZUAKOLI,GENERAL HOSP. UZUAKOLI BENDE LGA ABIA STATE,Secondary,NA,"GENERAL HOSP. UZUAKOLI BENDE LGA ABIA STATE, Nigeria",39.78373,-100.445882
SE/IMO/010,1,HEALTH LINE INC,0412-1,14,NA,NA,centrifuge,HOLY ROSARY HOSPITAL AND MATERNITY IMO STATE,OGBOR NGURU ABOH MBAISE,Primary,NA,"OGBOR NGURU ABOH MBAISE, Nigeria",39.78373,-100.445882
SE/ABI/001,NA,NA,NA,NA,NA,NA,centrifuge,EZIAMA PRIMARY HEALTH CENTRE LABORATORY,"EZIAMA ABA NORTH LGA , ABIA STATE",Primary,Public Health,"EZIAMA ABA NORTH LGA , ABIA STATE, Nigeria",39.78373,-100.445882
SE/ABI/007,1,NA,NA,NA,NA,NA,centrifuge,SOLUTION MEDICAL LABORATORY,"31, UMULE RD. ABA ABIA ST.",Primary,NA,"31, UMULE RD. ABA ABIA ST., Nigeria",39.78373,-100.445882
SE/ABI/008,1,PETEC,NA,NA,NA,NA,centrifuge,SACRET HEART MEDICAL LABORATORY,92 CLIFORD RD. BY KENT ABA ABIA ST .,Primary,NA,"92 CLIFORD RD. BY KENT ABA ABIA ST ., Nigeria",39.78373,-100.445882
SE/IMO/008,NA,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL NGOR,OKPALLA IMO SATE,Secondary,Public Health,"OKPALLA IMO SATE, Nigeria",39.78373,-100.445882
SE/ABI/015,NA,NA,NA,NA,NA,NA,centrifuge,J- MEDICARE LABORATORY,"73, BONNY SRT. UMUAHIA ABIA ST.",Other,NA,"73, BONNY SRT. UMUAHIA ABIA ST., Nigeria",39.78373,-100.445882
SW/LAG/062,NA,OCEAN MED ENG,800D,100131,2007,NA,centrifuge,SOLVICAJ MED. DIAG. CENTRE,"208, ABARAJE RD IKOTUN LAGOS ST .",Other,Private,"208, ABARAJE RD IKOTUN LAGOS ST ., Nigeria",39.78373,-100.445882
SE/IMO/007,1,SHANGAI MEDICAL INSTRUMENT.CO,800D,NA,NA,NA,centrifuge,COOZY MEDICAL DIAG. LAB.,EMMA NWOSU COMPD ORIE ABAJAH NWANGELE LGA IMO ST.,Primary,Private,"EMMA NWOSU COMPD ORIE ABAJAH NWANGELE LGA IMO ST., Nigeria",39.78373,-100.445882
SE/ABI/003,NA,NA,NA,NA,NA,NA,centrifuge,MOUNT ZION HOSPITAL,"10/12 MOUNT ZION AVENUE UMULE, ABIA",NA,Hospital,"10/12 MOUNT ZION AVENUE UMULE, ABIA, Nigeria",39.78373,-100.445882
SE/IMO/006,1,HETTICH / GOLD CROSS,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL,OKIGWE P.O. BOX 1008 OKIGWE IMO,NA,NA,"OKIGWE P.O. BOX 1008 OKIGWE IMO, Nigeria",39.78373,-100.445882
SW/OSU/011,NA,SURGIFIELD MEDICALS,SM-800D,ANGULAR45,NA,NA,centrifuge,DAILY MEDICAL DIAGNOSTIC CENTRE,BESIDE STERLING BANK ADAEBARE SPECIALIST HOSP PREMISES GBONGAN ROADA OSOGBO OSUN STATE,NA,Private,"BESIDE STERLING BANK ADAEBARE SPECIALIST HOSP PREMISES GBONGAN ROADA OSOGBO OSUN STATE, Nigeria",39.78373,-100.445882
SW/OSU/016,NA,HANOSLEY,A12678,A25682,4009,NA,centrifuge,HOLY SPIRIT PRIMARY HEALTH CARE CENTRE,IFOFIN AREA IPEJU IJESA OSUN STATE,Primary,Public Health,"IFOFIN AREA IPEJU IJESA OSUN STATE, Nigeria",39.78373,-100.445882
SW/LAG/078,NA,NA,NA,NA,NA,NA,centrifuge,BAFEM MEDICAL LIMITED,59 AYILARA STREET OFF GUELEGBA ROADA SURULERE LAGER,Primary,Private,"59 AYILARA STREET OFF GUELEGBA ROADA SURULERE LAGER, Nigeria",39.78373,-100.445882
SW/OND/001,NA,locally made,NA,NA,NA,NA,centrifuge,CHRIST LOVE HOSPITAL LAB FRMERLY OLAOLU MATERNITY,NO3 AGAMO ROADA ITAOGBOLU AKURE NORTH LGA .,Primary,Hospital,"NO3 AGAMO ROADA ITAOGBOLU AKURE NORTH LGA ., Nigeria",39.78373,-100.445882
SW/OSU/012,NA,HETTICH,D-7200 TUTTLINGEN,1200/24884,1991,IN HOUSE BIO MED ENGINEER,centrifuge,PEPFAIR INTERGRATED LAB SACRED HEART HOSPITAL APIN,LANTORO ABEOKUTA .OGUN STATE,Secondary,NGo or Religious,"LANTORO ABEOKUTA .OGUN STATE, Nigeria",39.78373,-100.445882
SW/OSU/013,2,SERADON,KX2300C-1,7L 8025HSL,NA,NA,centrifuge,ANU-OLU POLYCLINIC,A.25 SOKABI STREET ISARA OGUN,Primary,NA,"A.25 SOKABI STREET ISARA OGUN, Nigeria",39.78373,-100.445882
SW/LAG/061,NA,NA,800D,NA,NA,NA,centrifuge,POLICE COLLEGE HOSP. IKEJA,POLICE COLLEGE ALONG OBA AKINJOBI ST IKEJA,Secondary,NMOD,"POLICE COLLEGE ALONG OBA AKINJOBI ST IKEJA, Nigeria",39.78373,-100.445882
SW/OSU/001,NA,NA,NA,NA,NA,NA,centrifuge,COMPREHENSIVE HEALTH OTAN AIYEGBAJU.,OMI-ERAN AREA OTAN AIYEGBAJU OSUN STATE,Secondary,Public Health,"OMI-ERAN AREA OTAN AIYEGBAJU OSUN STATE, Nigeria",39.78373,-100.445882
SS/DEL/024,NA,PASSMARK MEDICAL,800D,NA,NA,NA,centrifuge,HOLY TRINITY MEDICAL DIAGNOSTIC LAB DELTA STATE,27 MABIAKU ST BY AJAMAMOGHA LINK RD,Primary,Private,"27 MABIAKU ST BY AJAMAMOGHA LINK RD, Nigeria",39.78373,-100.445882
SW/OYO/020,NA,HEHICK,1605,9235,2004,NA,centrifuge,MEDICAL MICROBIOLOGY /PARASITOLOGY DEPT,UNIVERSITY COLLEGE HOSP IBADAAN OYO,Tertiary,Hospital,"UNIVERSITY COLLEGE HOSP IBADAAN OYO, Nigeria",39.78373,-100.445882
SW/OYO/021,NA,MSE,43124-134,71100-1578-11,2010,NA,centrifuge,CHEMICAL PATHOLOGY,UNIVERSITY COLLEGE HOSPITAL IBADAAN OYO,Tertiary,Hospital,"UNIVERSITY COLLEGE HOSPITAL IBADAAN OYO, Nigeria",39.78373,-100.445882
NW/KEB/002,NA,NA,NA,NA,NA,NA,centrifuge,LABORATORY GENERAL HOSPITAL KOKO,GENERAL HOSPITAL KOKO,Secondary,Hospital,"GENERAL HOSPITAL KOKO, Nigeria",39.78373,-100.445882
NW/KEB/004,1,NA,NA,NA,NA,NA,centrifuge,LABORATORY PHC LIBATA,PHC LIBATA NGASKI LGA KEBBI ST,Primary,Hospital,"PHC LIBATA NGASKI LGA KEBBI ST, Nigeria",39.78373,-100.445882
SE/IMO/001,1,NA,NA,NA,NA,NA,centrifuge,CHINYERE CLINIC,14B ONUMONU STREET OWERRI IMU,NA,Private,"14B ONUMONU STREET OWERRI IMU, Nigeria",39.78373,-100.445882
NE/BRN/015,NA,NA,NA,NA,NA,NA,centrifuge,"GENERAL HOSPITAL ABADAAN, ABADAAN LGA",ALONG MALLAM FATORI ROADA BORNO ST,Secondary,Hospital,"ALONG MALLAM FATORI ROADA BORNO ST, Nigeria",39.78373,-100.445882
NE/BRN/016,1,NA,NA,NA,NA,NA,centrifuge,TRIOMED CLINICAL LABORATORIES,LAGOS STREET MAIDUGURI BORNO STATE,Other,Private,"LAGOS STREET MAIDUGURI BORNO STATE, Nigeria",39.78373,-100.445882
SS/RIV/018,1,LOCALLY FABRICATED,NA,NA,NA,NA,centrifuge,WOROS DIAGNOSTIC LABORATORY,43 EMENIKE ST MILE 1 DIOBU PORTHARCOURT RIVERS,Other,Private,"43 EMENIKE ST MILE 1 DIOBU PORTHARCOURT RIVERS, Nigeria",39.78373,-100.445882
SS/RIV/005,NA,LOCALLY FABRICATED,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL OMOKU,OMOKU RIVERS STATE,Secondary,Hospital,"OMOKU RIVERS STATE, Nigeria",5.35,6.65
SS/RIV/009,1,NA,NA,NA,NA,NA,centrifuge,PRIMARY HEALTH CENTRE KPOR RIVERS STATE,KPOR COMMUNITY,Primary,Hospital,"KPOR COMMUNITY, Nigeria",39.78373,-100.445882
SE/EBO/001,2,BOSCH/ENGELSDORF,DSC-301SD/DDR-7123,2012.04128/75/1915,NA,NA,centrifuge,FEDERAL TEACHING HOSPITAL ABAKALIKI CHEMICAL PATHOLOGY DEPT,BEHIND NIGERIAN PRISONS SERVICE ABAKALIKI EBONYI STATE,Tertiary,AcADAemic,"BEHIND NIGERIAN PRISONS SERVICE ABAKALIKI EBONYI STATE, Nigeria",39.78373,-100.445882
SS/RIV/027,1,LOCALLY FABRICATED,NA,NA,NA,NA,centrifuge,BUGUMA HEALTH CENTRE,ASARI TORU LOCAL GOVERNMENT RIVERS,Primary,Hospital,"ASARI TORU LOCAL GOVERNMENT RIVERS, Nigeria",39.78373,-100.445882
SS/RIV/028,NA,NA,NA,NA,NA,NA,centrifuge,OUR LADAY HEALTH OF THE SICK,65/67 NKPOGU ROADA P.O BOX 7250 TRANS AMADAI PORTHARCOURT,Other,Hospital,"65/67 NKPOGU ROADA P.O BOX 7250 TRANS AMADAI PORTHARCOURT, Nigeria",39.78373,-100.445882
SS/RIV/015,1,LOCALLY FABRICATED,NA,NA,NA,NA,centrifuge,LIFE LINE MEDICAL CENTRE,ELIOWHANI OKPORO ROADA PORTHARCOURT RIVERS STATE,Other,Private,"ELIOWHANI OKPORO ROADA PORTHARCOURT RIVERS STATE, Nigeria",39.78373,-100.445882
SS/RIV/019,NA,NA,NA,NA,NA,NA,centrifuge,AUGOR MEDICAL DIAGNOSTIC LABORATORY,204 ABULOMA RD PORTHARCOURT RIVERS,Other,Private,"204 ABULOMA RD PORTHARCOURT RIVERS, Nigeria",39.78373,-100.445882
SS/RIV/017,NA,LOCALLY FABRICATED,NA,NA,NA,NA,centrifuge,MEMDAH HOSPITAL,179B ELELENWO ROADA PORTHARCOURT,Other,Private,"179B ELELENWO ROADA PORTHARCOURT, Nigeria",39.78373,-100.445882
SE/EBO/003,4,HAWKSLEY,800D/HEMOTOSPIN 1400,NA,NA,NA,centrifuge,FEDERAL TEACHING HOSPITAL ABAKALIKI HAEMATOLOGY DEPT,BEHIND NIGERIAN PRISONS SERVICE ABAKALIKI EBONYI,Tertiary,AcADAemic,"BEHIND NIGERIAN PRISONS SERVICE ABAKALIKI EBONYI, Nigeria",39.78373,-100.445882
SE/EBO/003,4,HAWKSLEY,800D/HEMOTOSPIN 1400,NA,NA,NA,centrifuge,FEDERAL TEACHING HOSPITAL ABAKALIKI HAEMATOLOGY DEPT,BEHIND NIGERIAN PRISONS SERVICE ABAKALIKI EBONYI,Tertiary,AcADAemic,"BEHIND NIGERIAN PRISONS SERVICE ABAKALIKI EBONYI, Nigeria",39.78373,-100.445882
NC/KWA/009,1,NA,NA,NA,NA,NA,centrifuge,OGO OLUWA MEDICAL CENTRE,BACITA EDU LGA KWARA STATE,Other,Private,"BACITA EDU LGA KWARA STATE, Nigeria",39.78373,-100.445882
NC/KWA/001,1,MSE MINOR,NA,YM1321,NA,NA,centrifuge,TBL/SKIN DISEASE HOSPITAL,ILORIN KWARA STATE,NA,NA,"ILORIN KWARA STATE, Nigeria",8.496366,4.548048
NC/KWA/001,1,MSE MINOR,NA,YM1321,NA,NA,centrifuge,TBL/SKIN DISEASE HOSPITAL,ILORIN KWARA STATE,NA,NA,"ILORIN KWARA STATE, Nigeria",8.496366,4.548048
NC/KWA/004,NA,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL OFFA,OFFA KWARA STATE,Secondary,NGo or Religious,"OFFA KWARA STATE, Nigeria",8.16466,4.68679
NC/KWA/007,1,COLE TDL-4,TDL-4,NA,NA,NA,centrifuge,BASIC HEALTH CENTRE OFFA,OFFA LGA KWARA ST.,Primary,Public Health,"OFFA LGA KWARA ST., Nigeria",39.78373,-100.445882
NC/PLA/003,1,NA,NA,NA,NA,NA,centrifuge,PRECISE MEDICAL LABORATORY,JOS ROADA PANKSHIN PLATEAU STATE,Primary,Private,"JOS ROADA PANKSHIN PLATEAU STATE, Nigeria",39.78373,-100.445882
NC/PLA/004,NA,NA,NA,NA,NA,NA,centrifuge,MILITARY HOSPITAL 3 DIV JOS,RUKUBA ROADA,NA,NA,"RUKUBA ROADA, Nigeria",39.78373,-100.445882
SE/ENG/030,1,CHIKPAS,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL AGBANI,AKPO ROADA AGBANI(CLOSE TO ENUGU STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY),NA,NA,"AKPO ROADA AGBANI(CLOSE TO ENUGU STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY), Nigeria",39.78373,-100.445882
NC/FCT/007,NA,NA,NA,NA,NA,NA,centrifuge,MED LAB DEPT,GENERAL HOSPITAL RINGIM JIGAWA STATE,Secondary,NA,"GENERAL HOSPITAL RINGIM JIGAWA STATE, Nigeria",39.78373,-100.445882
NC/KOG/021,1,HAWSLEY,CAT 01400-00,00-10-138,NA,NA,centrifuge,ASCL MED CENTRE LABORATORY,WITHIN ASCL COMPLEX AJAKUTA,Secondary,Public Health,"WITHIN ASCL COMPLEX AJAKUTA, Nigeria",39.78373,-100.445882
NC/BEN/011,NA,NA,NA,NA,NA,NA,centrifuge,HEALTH CLINIC KONTIEN,TARKA LGA BENUE STATE,Primary,Hospital,"TARKA LGA BENUE STATE, Nigeria",39.78373,-100.445882
NC/BEN/011,NA,NA,NA,NA,NA,NA,centrifuge,HEALTH CLINIC KONTIEN,TARKA LGA BENUE STATE,Primary,Hospital,"TARKA LGA BENUE STATE, Nigeria",39.78373,-100.445882
SS/EDO/008,NA,HARIS ENGLAND,Y08025HSI,NA,NA,NA,centrifuge,EKPEN HOSPITAL LABORATORY,8 1ST AHGO LANE OFF EKEWAN RD BENIN CITY EDO STATE,NA,Private,"8 1ST AHGO LANE OFF EKEWAN RD BENIN CITY EDO STATE, Nigeria",39.78373,-100.445882
SS/EDO/012,1,HEALTHLINE,0406-2,20,3996,NA,centrifuge,GOVERNMENT HOSPITAL,NO1 HOSPITAL ROADA PMB 24 UZE OWAN WEST LGA EDO STATE,Secondary,Public Health,"NO1 HOSPITAL ROADA PMB 24 UZE OWAN WEST LGA EDO STATE, Nigeria",39.78373,-100.445882
SS/EDO/014,NA,HAWKSLEY/HEADLINE,6402-2,NA,NA,NA,centrifuge,GENERAL HOSPITAL LABORATORY UBIAJA,HOSPITAL ROADA UBIAJA,Secondary,Hospital,"HOSPITAL ROADA UBIAJA, Nigeria",39.78373,-100.445882
NC/BEN/009,1,NA,NA,NA,NA,NA,centrifuge,GENERAL HOSPITAL GBOKO,GBOKO,Secondary,Hospital,"GBOKO, Nigeria",7.377848,8.871322
SS/EDO/018,1,GALLENHAMP,1C 7230,63600 208,NA,NA,centrifuge,DISTRICT HOSPITAL,14 IRUNE LANE OFF OSOSO ROADA UNEME OSU AKOKO,Secondary,Hospital,"14 IRUNE LANE OFF OSOSO ROADA UNEME OSU AKOKO, Nigeria",39.78373,-100.445882
SW/OGN/004,1,MA- DONAX,MODEL 90-1,NA,NA,NA,centrifuge,PRIMARY HEALTH CENTRE SAGMU,SABO AGURA SAGAMU OGUN STATE,Primary,Hospital,"SABO AGURA SAGAMU OGUN STATE, Nigeria",39.78373,-100.445882
